gene_set_source,gene_set_id,gene_set_label,gene_set_type,gene_set_size,cell_class,within_species_meanROC,human_meanROC,marmoset_meanROC,mouse_meanROC,human_marmoset_meanROC,human_mouse_meanROC,marmoset_mouse_meanROC
HGNC,362,WD repeat domain containing,Other,274,GABAergic,0.591495421,0.590125195,0.591924847,0.59243622,0.53527741,0.507051239,0.554972044
HGNC,814,Serine/threonine phosphatases,Other,41,Glutamatergic,0.591475054,0.583748898,0.56613028,0.624545985,0.534344981,0.530920086,0.498971991
HGNC,701,"Protein phosphatases, Mg2+/Mn2+ dependent",Other,18,Glutamatergic,0.591433297,0.595245373,0.550248138,0.628806379,0.529380697,0.538136623,0.496750988
HGNC,360,Wnt family,Other,19,Glutamatergic,0.591305875,0.582319982,0.579501543,0.612096099,0.532141815,0.499720467,0.532582009
HGNC,1439,M13 metallopeptidases,Other,7,GABAergic,0.591300142,0.574318965,0.602489023,0.597092438,0.546649047,0.544332386,0.5065472
HGNC,812,Protein tyrosine phosphatases non-receptor type,Signaling,18,Glutamatergic,0.59051119,0.61947797,0.621561722,0.530493878,0.548702827,0.499225744,0.492380222
HGNC,1960,COPII coat complex,Other,11,Glutamatergic,0.590433577,0.608732908,0.623706362,0.538861461,0.600661083,0.503855137,0.487724098
HGNC,82,GATA zinc finger domain containing,Other,15,Glutamatergic,0.590177094,0.573977846,0.603964774,0.592588663,0.561636964,0.555306083,0.545369085
HGNC,410,Sulfatases,Other,18,GABAergic,0.590130819,0.587317993,0.638451988,0.544622476,0.541104281,0.524294769,0.561871338
HGNC,504,DENN domain containing,Other,28,Glutamatergic,0.590066155,0.595004326,0.570916087,0.604278052,0.531755942,0.505088839,0.519108447
SynGO,GO:0099699,integral component of synaptic membrane,Signaling,9,Glutamatergic,0.590032005,0.597178355,0.587057105,0.585860555,0.564285938,0.558675618,0.520300586
HGNC,1895,Fibroblast growth factor family,Other,22,GABAergic,0.589931566,0.616180775,0.555014309,0.598599616,0.555038939,0.552403743,0.507656514
HGNC,496,Cyclin dependent kinases,Other,26,Glutamatergic,0.589696063,0.616860342,0.614401233,0.537826614,0.552036993,0.513172297,0.508739454
HGNC,828,Ferlin family,Other,6,GABAergic,0.588906168,0.613072362,0.533096134,0.620550009,0.495046372,0.516925399,0.560708663
HGNC,1250,Gla domain containing,Other,13,GABAergic,0.588575385,0.645922468,0.629472466,0.490331221,0.577335802,0.522461694,0.499672453
HGNC,1813,ELMO domain containing,Other,6,GABAergic,0.588562305,0.561617861,0.57901088,0.625058174,0.508032606,0.512346981,0.51043369
HGNC,1296,TIR domain containing,Other,25,GABAergic,0.587937188,0.577419224,0.554755947,0.631636394,0.532817871,0.537067261,0.470919614
HGNC,496,Cyclin dependent kinases,Other,26,GABAergic,0.587782004,0.577551267,0.560577044,0.6252177,0.515033592,0.518697245,0.519061253
HGNC,523,POU class homeoboxes and pseudogenes,Other,23,Glutamatergic,0.587589486,0.599634458,0.544292282,0.618841716,0.55701018,0.576880079,0.507421315
HGNC,1171,SCF complex,Other,74,GABAergic,0.587169544,0.643951096,0.575293121,0.542264415,0.576880736,0.49179848,0.511492497
HGNC,4,Abhydrolase domain containing,Other,26,Glutamatergic,0.587136042,0.59134971,0.597397903,0.572660514,0.539765118,0.505521176,0.512111227
HGNC,1511,Calcium channel auxiliary gamma subunits,Ion Channel,8,GABAergic,0.58652021,0.564590323,0.564436447,0.630533861,0.522489739,0.525711306,0.532879167
HGNC,207,Prostaglandin receptors,Signaling,9,Glutamatergic,0.586509626,0.610016181,0.571606253,0.577906443,0.528998635,0.527462426,0.516375752
HGNC,822,Synaptotagmin like tandem C2 proteins,Other,10,Glutamatergic,0.586453624,0.649723302,0.571285262,0.538352308,0.549578315,0.5238858,0.519886199
HGNC,1474,Tetraspan vesicle membrane proteins,Other,13,Glutamatergic,0.586379076,0.579108219,0.598981984,0.581047026,0.556802498,0.540366493,0.606129848
HGNC,1425,G protein subunits alpha,Signaling,14,GABAergic,0.586336262,0.622676526,0.572882726,0.563449536,0.556631347,0.515307486,0.531522673
HGNC,557,F-boxes,Other,71,GABAergic,0.586209844,0.647985871,0.574819942,0.53582372,0.577510934,0.49233992,0.511218221
HGNC,88,PHD finger proteins,Other,90,GABAergic,0.586081695,0.581655471,0.592171563,0.584418052,0.557692632,0.532825898,0.518325715
HGNC,47,ADAM metallopeptidase domain containing,Other,27,GABAergic,0.586056398,0.617309161,0.528506013,0.612354021,0.516415397,0.523764493,0.51379284
HGNC,930,Progestin and adipoQ receptor family,Signaling,11,Glutamatergic,0.586004205,0.604994824,0.589577089,0.563440702,0.561504456,0.524942853,0.49747185
HGNC,1226,LY6/PLAUR domain containing,Other,35,Glutamatergic,0.585732173,0.594681893,0.536884738,0.625629888,0.504387593,0.504145832,0.443462569
HGNC,632,Calycin structural superfamily,Other,35,GABAergic,0.585695403,0.603967518,0.501037571,0.652081119,0.510948232,0.560579064,0.498355382
SynGO,GO:0098698,postsynaptic specialization assembly,Signaling,7,Glutamatergic,0.585487797,0.556725256,0.580013783,0.619724354,0.538909712,0.541456658,0.504070409
HGNC,1289,N-BAR domain containing,Other,12,Glutamatergic,0.585363987,0.583687614,0.565551301,0.606853046,0.544979169,0.539946753,0.49777036
HGNC,1369,Doublecortin superfamily,Other,10,Glutamatergic,0.584668833,0.571435923,0.599831867,0.582738709,0.518280103,0.489832014,0.502254685
HGNC,82,GATA zinc finger domain containing,Other,15,GABAergic,0.584604322,0.564357485,0.587758154,0.601697326,0.564399362,0.539559434,0.554922648
HGNC,757,SRY-box transcription factors,Other,20,Glutamatergic,0.583188132,0.607269225,0.526315384,0.615979788,0.511471511,0.498995891,0.493794882
HGNC,1458,Non-receptor tyrosine kinases,Signaling,32,Glutamatergic,0.583180052,0.621545498,0.56160689,0.566387768,0.529782604,0.524259654,0.517831052
HGNC,1491,Cilia and flagella associated,Other,59,Glutamatergic,0.582286334,0.61847353,0.587662687,0.540722785,0.530712285,0.509391301,0.506351987
HGNC,830,C2 and RasGAP domain containing,Other,10,Glutamatergic,0.581953649,0.584626464,0.565728432,0.595506051,0.524394478,0.511176184,0.500544366
HGNC,754,Sorting nexins,Other,29,Glutamatergic,0.581688207,0.589924556,0.544260113,0.610879952,0.516550296,0.52706655,0.516876015
HGNC,1670,Adaptor related protein complexes,Other,28,GABAergic,0.581234395,0.623356662,0.549095539,0.571250985,0.557160743,0.548992171,0.504680436
HGNC,733,Secreted frizzled-related proteins,Other,5,Glutamatergic,0.581132185,0.58352131,0.569237312,0.590637934,0.478791077,0.488853237,0.534097545
SynGO,GO:0099699,integral component of synaptic membrane,Signaling,9,GABAergic,0.5807326,0.595805595,0.565558252,0.580833954,0.528693565,0.53782566,0.551964733
HGNC,1404,Scavenger receptor cysteine rich domain containing,Signaling,28,GABAergic,0.580709408,0.603277955,0.567321152,0.571529117,0.517371831,0.512116741,0.529459591
HGNC,1838,Small nucleolar RNA host genes,Other,181,GABAergic,0.58025422,0.607736234,0.524672828,0.608353598,0.516830686,0.512368372,0.536994021
HGNC,1835,Small nucleolar RNA protein coding host genes,Other,145,GABAergic,0.58025422,0.607736234,0.524672828,0.608353598,0.516830686,0.512368372,0.536994021
HGNC,534,ETS transcription factor family,Other,28,GABAergic,0.580029946,0.623172836,0.573468897,0.543448106,0.561279305,0.517987031,0.571143478
HGNC,1391,RBR E3 ubiquitin ligases,Other,14,Glutamatergic,0.579526113,0.569657734,0.597280355,0.57164025,0.55643752,0.5201072,0.553446688
HGNC,624,Kruppel like factors,Other,18,Glutamatergic,0.579304606,0.590781485,0.575038492,0.572093842,0.548784817,0.524521023,0.513069384
HGNC,537,Dyneins,Other,31,Glutamatergic,0.579147202,0.625677481,0.544842717,0.566921409,0.518873344,0.504705067,0.50641512
HGNC,1961,Protein coats,Other,48,GABAergic,0.578950147,0.603408763,0.56722285,0.566218829,0.546668659,0.532989446,0.512295739
HGNC,390,Rho family GTPases,Other,20,Glutamatergic,0.578885065,0.589564055,0.571678172,0.575412968,0.554302708,0.540396769,0.507915519
HGNC,66,Zinc fingers C2HC-type,Other,16,Glutamatergic,0.578767011,0.550899602,0.604093633,0.581307798,0.528360753,0.50433552,0.529523495
HGNC,395,ArfGAPs,Other,33,Glutamatergic,0.578332749,0.572413797,0.572746725,0.589837726,0.526920769,0.511610022,0.515679253
HGNC,675,Paired boxes,Other,9,GABAergic,0.577631861,0.578440104,0.508368991,0.646086489,0.471698541,0.463966239,0.494806117
HGNC,1159,Integrin beta subunits,Other,9,Glutamatergic,0.577082386,0.66478387,0.534896683,0.531566604,0.532751436,0.520477877,0.497305412
HGNC,426,Beta 3-glycosyltransferases,Other,24,GABAergic,0.57675933,0.584917155,0.532757657,0.612603179,0.517856282,0.513613537,0.500454179
HGNC,895,MAP kinase phosphatases,Other,11,GABAergic,0.57647974,0.594754799,0.559404769,0.575279651,0.558448936,0.516306989,0.501748868
HGNC,1489,LHFPL tetraspan proteins,Other,6,GABAergic,0.576413027,0.622822934,0.563938317,0.54247783,0.551117982,0.518272907,0.535596098
HGNC,201,Lipid like receptors,Signaling,33,Glutamatergic,0.57583129,0.537105968,0.546763375,0.643624525,0.499838144,0.530681369,0.507375072
HGNC,634,Low density lipoprotein receptors,Signaling,13,Glutamatergic,0.575487325,0.610839432,0.568476294,0.54714625,0.530105215,0.490905516,0.508415201
HGNC,1536,DOCK family Rho GEFs,Other,11,Glutamatergic,0.575343474,0.591547997,0.581014319,0.553468104,0.544156542,0.48677512,0.547702953
HGNC,862,Cytochrome P450s,Other,113,GABAergic,0.57522063,0.566503105,0.588515145,0.57064364,0.507046252,0.520011274,0.515334273
HGNC,651,Mitogen-activated protein kinases,Signaling,13,GABAergic,0.574640297,0.611734936,0.53685909,0.575326865,0.538086195,0.538815471,0.52105674
HGNC,582,Heat shock proteins,Other,97,Glutamatergic,0.574620845,0.570735525,0.54834067,0.604786338,0.525658876,0.512014786,0.504634146
HGNC,1752,IPT domain containing,Other,31,GABAergic,0.574536333,0.583937388,0.577445504,0.562226107,0.545915472,0.51683442,0.524341793
HGNC,536,"Dyneins, axonemal",Other,18,Glutamatergic,0.57452026,0.605872757,0.546134763,0.57155326,0.52772281,0.502026368,0.511698423
HGNC,828,Ferlin family,Other,6,Glutamatergic,0.574264841,0.55180456,0.519093238,0.651896725,0.510442984,0.570108821,0.508621423
HGNC,201,Lipid like receptors,Signaling,33,GABAergic,0.574163873,0.588241541,0.60819254,0.526057538,0.520862795,0.503214024,0.512757269
HGNC,1400,Seven-beta-strand methyltransferase motif containing,Other,124,Glutamatergic,0.573930069,0.592460257,0.578261095,0.551068854,0.530435741,0.512100262,0.509316942
SynGO,GO:1900242,regulation of synaptic vesicle endocytosis,Signaling,15,Glutamatergic,0.572502752,0.576558532,0.565546136,0.575403589,0.536048901,0.503889392,0.504640068
HGNC,1146,GRAM domain containing,Other,28,Glutamatergic,0.572423512,0.590944688,0.567738572,0.558587277,0.529488584,0.516801626,0.503888604
HGNC,926,Rhomboid family,Other,14,Glutamatergic,0.571968073,0.564889671,0.547967562,0.603046987,0.536909174,0.522331304,0.493983322
HGNC,417,ATP binding cassette transporters,Other,51,Glutamatergic,0.571901955,0.573795011,0.574234115,0.56767674,0.517378866,0.500891214,0.510094293
HGNC,88,PHD finger proteins,Other,90,Glutamatergic,0.571512371,0.578783746,0.588880217,0.546873151,0.541259397,0.508577106,0.529102048
HGNC,484,Chromatin modifying enzymes,Other,80,Glutamatergic,0.570958946,0.587792507,0.58704019,0.538044142,0.529654534,0.489072105,0.506878986
HGNC,1600,interferon induced transmembrane protein domain containing,Other,17,Glutamatergic,0.570673579,0.542963976,0.542927774,0.626128987,0.504623358,0.486300676,0.55656787
HGNC,59,Tripartite motif containing,Other,95,Glutamatergic,0.570414066,0.628163004,0.555760267,0.527318927,0.526053056,0.492643874,0.485432826
HGNC,390,Rho family GTPases,Other,20,GABAergic,0.570291808,0.588005293,0.545527277,0.577342853,0.532387881,0.517510709,0.532693802
HGNC,768,Tetraspanins,Other,33,Glutamatergic,0.570251523,0.574630106,0.541618038,0.594506426,0.50399519,0.514852553,0.514347751
HGNC,1057,BCL2 family,Other,25,Glutamatergic,0.570177239,0.555689435,0.580261148,0.574581135,0.509187907,0.51726855,0.489512788
HGNC,46,1-acylglycerol-3-phosphate O-acyltransferases,Other,11,GABAergic,0.570026438,0.575103774,0.549420579,0.585554961,0.544199354,0.54772269,0.511467241
HGNC,1814,Family with sequence similarity 83 ,Other,8,Glutamatergic,0.569802005,0.498159158,0.625927062,0.585319794,0.518288179,0.489051457,0.496956271
HGNC,1910,Lysosome associated membrane proteins,Other,5,Glutamatergic,0.569790745,0.531736374,0.521717489,0.65591837,0.520392363,0.541585995,0.59954875
HGNC,1356,CAP superfamily,Other,13,GABAergic,0.569756493,0.569085745,0.608342398,0.531841336,0.502007119,0.465707055,0.493668543
HGNC,691,Protein arginine methyltransferases,Other,9,GABAergic,0.569544815,0.558971782,0.54221553,0.607447133,0.522398777,0.544706441,0.529711395
HGNC,1296,TIR domain containing,Other,25,Glutamatergic,0.569066431,0.580016314,0.572388148,0.554794833,0.552988006,0.48099839,0.566856134
HGNC,711,Dual specificity phosphatases,Other,44,GABAergic,0.569048801,0.570673347,0.564500058,0.571972998,0.542444718,0.514678302,0.505009454
HGNC,1062,GOLD domain containing,Other,19,Glutamatergic,0.56902421,0.555333283,0.565277031,0.586462315,0.521058631,0.511847994,0.510798293
HGNC,1404,Scavenger receptor cysteine rich domain containing,Signaling,28,Glutamatergic,0.56899268,0.547591929,0.640838146,0.518547966,0.496512337,0.49406103,0.501999675
HGNC,417,ATP binding cassette transporters,Other,51,GABAergic,0.568682592,0.575527367,0.557433053,0.573087357,0.514704636,0.512382579,0.506601739
HGNC,607,Intermediate filaments,Other,73,Glutamatergic,0.568667318,0.556609531,0.567318892,0.58207353,0.535179256,0.518698749,0.488807756
HGNC,464,Lipases,Other,22,Glutamatergic,0.568666008,0.573104203,0.594778269,0.538115554,0.533462724,0.509823917,0.523814276
HGNC,413,AAA ATPases,Other,58,Glutamatergic,0.567984964,0.578239842,0.563412028,0.56230302,0.52866707,0.48738222,0.498125413
HGNC,928,VPS9 domain containing,Other,10,Glutamatergic,0.56755386,0.553732973,0.62810512,0.520823489,0.526423826,0.501588617,0.505849613
HGNC,87,Zinc fingers MYND-type,Other,21,GABAergic,0.567491822,0.558061956,0.561439745,0.582973767,0.529742324,0.535439353,0.501644163
HGNC,504,DENN domain containing,Other,28,GABAergic,0.567435592,0.565117419,0.560016385,0.577172973,0.512797865,0.514200503,0.495445352
HGNC,1279,SIBLING family,Other,5,GABAergic,0.567413995,0.621502856,0.554548641,0.52619049,0.565160785,0.509116572,0.542024698
HGNC,996,Deubiquinating enzymes,Other,87,GABAergic,0.567158596,0.563698772,0.550468089,0.587308926,0.523404532,0.520565433,0.523830884
HGNC,307,Chloride intracellular channels,Ion Channel,6,Glutamatergic,0.567158294,0.492613717,0.501086483,0.70777468,0.504100925,0.424632082,0.474297459
HGNC,1298,C-type lectin domain containing,Other,86,Glutamatergic,0.567105331,0.588239452,0.564595895,0.548480647,0.554988893,0.506513242,0.492118224
HGNC,759,StAR related lipid transfer domain containing,Other,15,GABAergic,0.56697612,0.591060175,0.541246064,0.56862212,0.513759356,0.527834706,0.562496277
HGNC,1280,Super elongation complex,Other,18,Glutamatergic,0.566931514,0.571426019,0.565618582,0.563749941,0.506246066,0.529369988,0.512800646
HGNC,395,ArfGAPs,Other,33,GABAergic,0.566712398,0.555415655,0.564739587,0.579981954,0.535765835,0.523214825,0.516256524
HGNC,1511,Calcium channel auxiliary gamma subunits,Ion Channel,8,Glutamatergic,0.566676211,0.550425098,0.541976907,0.607626628,0.528946919,0.524901366,0.533631026
HGNC,634,Low density lipoprotein receptors,Signaling,13,GABAergic,0.566457854,0.593154321,0.526944542,0.5792747,0.518660383,0.523209146,0.492509053
HGNC,768,Tetraspanins,Other,33,GABAergic,0.566430726,0.561083096,0.541502375,0.596706707,0.525800012,0.523703679,0.502677912
HGNC,615,Intraflagellar transport complexes,Other,32,Glutamatergic,0.566367695,0.55472276,0.574498115,0.56988221,0.522193627,0.51019599,0.509509735
HGNC,1399,SET domain containing,Other,52,GABAergic,0.56634145,0.572598968,0.568644524,0.557780858,0.535403987,0.516342174,0.548173669
HGNC,366,Ubiquitin specific peptidases,Other,56,GABAergic,0.566150364,0.565572623,0.555005237,0.577873232,0.526976651,0.51605452,0.522349717
HGNC,181,Dopamine receptors,Signaling,5,Glutamatergic,0.566020632,0.641443433,0.480636947,0.575981515,0.539928518,0.569244411,0.535810336
HGNC,717,Receptor accessory proteins,Signaling,6,Glutamatergic,0.565946021,0.576096586,0.5566383,0.565103178,0.532440205,0.544604557,0.513570666
HGNC,862,Cytochrome P450s,Other,113,Glutamatergic,0.565823046,0.584713417,0.551831067,0.560924652,0.514711951,0.522512295,0.506845196
HGNC,1639,Complement system regulators and receptors,Signaling,29,GABAergic,0.565737009,0.536228418,0.574491162,0.586491445,0.527833036,0.530004072,0.484290446
HGNC,536,"Dyneins, axonemal",Other,18,GABAergic,0.565607352,0.616875068,0.548280279,0.531666711,0.53983562,0.510754055,0.510074556
HGNC,711,Dual specificity phosphatases,Other,44,Glutamatergic,0.565583072,0.566561708,0.555907099,0.57428041,0.521098581,0.500432743,0.521288026
HGNC,47,ADAM metallopeptidase domain containing,Other,27,Glutamatergic,0.56550987,0.595202137,0.549252907,0.552074568,0.513626538,0.509599956,0.513001357
HGNC,76,Zinc fingers DHHC-type,Other,24,Glutamatergic,0.565465514,0.556573231,0.533246089,0.606577222,0.523545914,0.524054485,0.521788639
HGNC,418,AT-rich interaction domain containing,Other,15,GABAergic,0.565269343,0.563967944,0.551964356,0.579875729,0.536021709,0.543469588,0.516945768
HGNC,81,Zinc fingers FYVE-type,Other,31,Glutamatergic,0.565230391,0.59854337,0.559459799,0.537688004,0.533536899,0.501898515,0.504285156
HGNC,1814,Family with sequence similarity 83 ,Other,8,GABAergic,0.565217958,0.545463582,0.491963821,0.658226473,0.490369288,0.485827499,0.470696929
HGNC,654,Mitogen-activated protein kinase kinase kinases,Signaling,24,GABAergic,0.565088702,0.580656089,0.566155844,0.548454175,0.539362512,0.513414276,0.504148651
HGNC,1970,CREB3 transcription factor family,Other,5,GABAergic,0.565022592,0.525165077,0.578613292,0.591289409,0.51261978,0.493343469,0.511379199
HGNC,1289,N-BAR domain containing,Other,12,GABAergic,0.564866628,0.586308691,0.555904228,0.552386965,0.537689102,0.493542283,0.53167017
HGNC,1895,Fibroblast growth factor family,Other,22,Glutamatergic,0.564842689,0.592655568,0.526881624,0.574990874,0.533436402,0.520802697,0.544119988
HGNC,1821,Ectonucleotide pyrophosphatase/phosphodiesterase family,Other,7,GABAergic,0.564831305,0.570107419,0.558008693,0.566377803,0.516310724,0.502905932,0.518849628
HGNC,263,"G protein-coupled receptors, Class B secretin-like",Signaling,48,GABAergic,0.564729706,0.574693176,0.551826888,0.567669055,0.524650137,0.488299141,0.503571483
HGNC,739,Serpin peptidase inhibitors,Other,37,Glutamatergic,0.564433948,0.575908934,0.547904303,0.569488606,0.519111614,0.471610534,0.499293446
SynGO,GO:0099179,regulation of synaptic membrane adhesion,Signaling,7,GABAergic,0.564015062,0.578164798,0.530190695,0.583689691,0.509886837,0.525764274,0.535974656
